"Enabled","Class","Name","Description","Version","WordPress","PHP","Dependencies","URI","Text Domain"
"true","Configurator\Modules\Ms\Ms_Comments","MS Comments","Removes the multisite specific GUI elements for post type ""comments"".","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-comments.php","—"
"true","Configurator\Modules\Ms\Ms_Customizer","MS Customizer","Removes the multisite specific ""Appearance &gt; Customize"" admin menu item that appears for non-FSE themes.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-customizer.php","—"
"true","Configurator\Modules\Ms\Ms_Dashboard_Widgets","MS Dashboard Widgets","Disables all the default widgets on the network dashboard.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-dashboard-widgets.php","—"
"true","Configurator\Modules\Ms\Ms_Email_Usernames","MS Email Usernames","Extends Configurator\Modules\Email_Usernames to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-email-usernames.php","—"
"true","Configurator\Modules\Ms\Ms_Emails_Change","MS Emails Change","Disables sending changed password notification receipt to old network admin.","0.0.1","6.9","8.4.11","Configurator\Helpers\Return_Types","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-emails-change.php","—"
"true","Configurator\Modules\Ms\Ms_Emails_New_Site","MS Emails New Site","Disables sending all emails related to new site registration and removes the related GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\Return_Types, Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-emails-new-site.php","—"
"true","Configurator\Modules\Ms\Ms_Emails_New_User","MS Emails New User","Restricts new user emails to login instructions regardless of how they become active on the network or blog and removes related GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\Return_Types, Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-emails-new-user.php","—"
"true","Configurator\Modules\Ms\Ms_Emails_Verification","MS Emails Verification","Extends Configurator\Modules\Emails_Verification to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","\DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-emails-verification.php","—"
"true","Configurator\Modules\Ms\Ms_Full_Name_User_Columns","MS Full Name User Columns","Extends Configurator\Modules\Full_Name_User_Columns to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-full-name-user-columns.php","—"
"true","Configurator\Modules\Ms\Ms_Open_Enrollment","MS Open Enrollment","Extends Configurator\Modules\Open_Enrollment to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-open-enrollment.php","—"
"true","Configurator\Modules\Ms\Ms_Posts","MS Posts","Extends Configurator\Modules\Posts to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-posts.php","—"
"true","Configurator\Modules\Ms\Ms_Profile_Name_Full_Name","MS Profile Name Full Name","Extends Configurator\Modules\Profile_Name_Full_Name to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-profile-name-full-name.php","—"
"true","Configurator\Modules\Ms\Ms_Required_Email","MS Required Email","Extends Configurator\Modules\Required_Email to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-required-email.php","—"
"true","Configurator\Modules\Ms\Ms_Robots_Meta","MS Robots Meta","Extends Configurator\Modules\Robots_Meta to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-robots-meta.php","—"
"true","Configurator\Modules\Ms\Ms_Role_Change","MS Role Change","Extends Configurator\Modules\Role_Change to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-role-change.php","—"
"true","Configurator\Modules\Ms\Ms_Signup_Fse_Warn","MS Signup FSE Warn","Removes the depreciation notice displayed on wp-signup.php when using an FSE theme.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-signup-fse-warn.php","—"
"true","Configurator\Modules\Ms\Ms_Site_Delete_Link","MS Site Delete Link","Removes the ""Delete Site"" link from the blog admin menu.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-site-delete-link.php","—"
"true","Configurator\Modules\Ms\Ms_User_Delete_Link","MS User Delete Link","Extends Configurator\Modules\User_Delete_Link to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-user-delete-link.php","—"
"true","Configurator\Modules\Ms\Ms_User_Passwords","MS User Passwords","Extends Configurator\Modules\User_Passwords to include multisite fields and GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-user-passwords.php","—"
"true","Configurator\Modules\Ms\Ms_User_Remove_Link","MS User Remove Link","Disables the option to remove users from blogs.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/ms/class-ms-user-remove-link.php","—"
"true","Configurator\Modules\Wc\Wc_Activity_Panels","WC Activity Panels","Disables WooCommerce ""Activity Panels"".","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-activity-panels.php","—"
"true","Configurator\Modules\Wc\Wc_Addresses","WC Addresses","Removes billing and shipping address fields on user accounts/profiles.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-addresses.php","—"
"true","Configurator\Modules\Wc\Wc_Admin_Notices","WC Admin Notices","Disables WooCommerce admin notices in the admin area.","0.0.1","6.9","8.4.11","Configurator\Helpers\Return_Types","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-admin-notices.php","—"
"true","Configurator\Modules\Wc\Wc_Analytics","WC Analytics","Disables WooCommerce ""Analytics"" and removes related GUI elements.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-analytics.php","—"
"true","Configurator\Modules\Wc\Wc_Company_Field","WC Company Field","Removes ""Company"" field from billing and shipping addresses on user accounts/profiles.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-company-field.php","—"
"true","Configurator\Modules\Wc\Wc_Coupons","WC Coupons","Disables WooCommerce ""Coupons"" and removes related GUI elements.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-coupons.php","—"
"true","Configurator\Modules\Wc\Wc_Custom_Fields","WC Custom Fields","Disables ""Custom Fields"" for WooCommerce edit product and edit order pages.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-custom-fields.php","—"
"true","Configurator\Modules\Wc\Wc_Customizer","WC Customizer","Disables the WooCommerce ""Customizer"" (admin.php?page=wc-admin&amp;path=/customize-store)","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-customizer.php","—"
"true","Configurator\Modules\Wc\Wc_Dashboard_Widgets","WC Dashboard Widgets","Disables all the default WooCommerce widgets on the dashboard.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-dashboard-widgets.php","—"
"true","Configurator\Modules\Wc\Wc_Dashboard","WC Dashboard","Removes ""Dashboard"" under ""My Account"" on the front-end.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-dashboard.php","—"
"true","Configurator\Modules\Wc\Wc_Display_Name","WC Display Name","Disables WooCommerce ""Display Name"" from ""Account Details"" on the front-end and removes related GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-display-name.php","—"
"true","Configurator\Modules\Wc\Wc_Download_Permissions","WC Download Permissions","Disables WooCommerce ""Download product permissions"" meta box from the edit order page and removes related GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\HTTP_Status_Codes","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-download-permissions.php","—"
"true","Configurator\Modules\Wc\Wc_Emails_Password_Change","WC Emails Password Change","Disables sending WooCommerce password change receipts to the site admin using password reset on the my-account page on the front-end.","0.0.1","6.9","8.4.11","Configurator\Helpers\Return_Types","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-emails-password-change.php","—"
"true","Configurator\Modules\Wc\Wc_Emails_Payment_Method","WC Emails Payment Method","Disables sending WooCommerce payment gateway enabled receipts to the site admin.","0.0.1","6.9","8.4.11","\WC_Payment_Gateways","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-emails-payment-method.php","—"
"true","Configurator\Modules\Wc\Wc_Homescreen","WC Homescreen","Disables the ""WooCommerce &gt; Home"" page.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-homescreen.php","—"
"true","Configurator\Modules\Wc\Wc_Legacy_Reports","WC Legacy Reports","Rolls back WooCommerce ""Reports"" to the old version and fixes/removes warnings.","0.0.1","6.9","8.4.11","\DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-legacy-reports.php","—"
"true","Configurator\Modules\Wc\Wc_Marketing","WC Marketing","Disables WooCommerce ""Marketing"" and removes related GUI elements.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-marketing.php","—"
"true","Configurator\Modules\Wc\Wc_Marketplace","WC Marketplace","Disables WooCommerce ""Marketplace"" (""Extensions"" in the menu and ""Marketplace suggestions"" under settings) and removes related GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\Return_Types, \Automattic\WooCommerce\Admin\Notes\Notes, \Automattic\WooCommerce\Internal\Admin\Notes\WooSubscriptionsNotes","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-marketplace.php","—"
"true","Configurator\Modules\Wc\Wc_Menus_Metaboxes","WC Menus Metaboxes","Removes ""WooCommerce Endpoints"" from theme ""Menus"" when using a non-FSE theme.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-menus-metaboxes.php","—"
"true","Configurator\Modules\Wc\Wc_Onboarding","WC Onboarding","Prevents onboarding tasks from showing on the WooCommerce ""Home"" page.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-onboarding.php","—"
"true","Configurator\Modules\Wc\Wc_Open_Enrollment","WC Open Enrollment","Disables the ability for customers to create accounts.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-open-enrollment.php","—"
"true","Configurator\Modules\Wc\Wc_Order_Attribution","WC Order Attribution","Disables the WooCommerce ""Order Attribution"" feature.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-order-attribution.php","—"
"true","Configurator\Modules\Wc\Wc_Orders","WC Orders","Disables the ""Orders"" section of the my-account page.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-orders.php","—"
"true","Configurator\Modules\Wc\Wc_Payments_Menu_Link","WC Payments Menu Link","Removes the WooCommerce ""Payments"" link from the admin menu.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-payments-menu-link.php","—"
"true","Configurator\Modules\Wc\Wc_Phone_Field","WC Phone Field","Removes ""Phone"" field from billing and shipping addresses on user accounts/profiles.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-phone-field.php","—"
"true","Configurator\Modules\Wc\Wc_Product_Tags","WC Product Tags","Disables WooCommerce product ""Tags"" and related GUI elements.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-product-tags.php","—"
"true","Configurator\Modules\Wc\Wc_Reviews","WC Reviews","Disables WooCommerce product ""Reviews"" and related GUI elements.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-reviews.php","—"
"true","Configurator\Modules\Wc\Wc_Scheduled_Actions_Menu_Link","WC Scheduled Actions Menu Link","Removes ""Scheduled Actions"" from the Tools menu.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-scheduled-actions-menu-link.php","—"
"true","Configurator\Modules\Wc\Wc_Site_Visibility","WC Site Visibility","Disables the WooCommerce ""Site Visibility"" feature.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-site-visibility.php","—"
"true","Configurator\Modules\Wc\Wc_Tracking","WC Tracking","Disables ""Woocommerce.com"" usage tracking.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-tracking.php","—"
"true","Configurator\Modules\Wc\Wc_Username","WC Username","Removes WooCommerce usernames (uses email address for login) and adjusts verbiage/GUI elements accordingly.","0.0.1","6.9","8.4.11","Configurator\Helpers\DOMXPath, \DOMDocument","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-username.php","—"
"true","Configurator\Modules\Wc\Wc_Widgets","WC Widgets","Disables all Woocommerce widgets.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/class-wc-widgets.php","—"
"true","Configurator\Modules\Wc\Fse\Wc_Fse_Company_Field","WC FSE Company Field","Removes the ""Company"" field and panel options from the WooCommerce ""checkout"" block.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/fse/class-wc-fse-company-field.php","—"
"true","Configurator\Modules\Wc\Fse\Wc_Fse_Editor_Blocks","WC FSE Editor Blocks","Facilitates filtering out WooCommerce blocks from Gutenberg editors.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/fse/class-wc-fse-editor-blocks.php","—"
"true","Configurator\Modules\Wc\Fse\Wc_Fse_Editor_Patterns","WC FSE Editor Patterns","Facilitates filtering out WooCommerce patterns from Gutenberg editors.","0.0.1","6.9","8.4.11","\WP_Block_Patterns_Registry","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/fse/class-wc-fse-editor-patterns.php","—"
"true","Configurator\Modules\Wc\Fse\Wc_Fse_Phone_Field","WC FSE Phone Field","Removes the ""Phone"" field and panel options from the WooCommerce ""checkout"" block.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/fse/class-wc-fse-phone-field.php","—"
"true","Configurator\Modules\Wc\Ms\Wc_Ms_Dashboard_Widgets","WC MS Dashboard Widgets","Disables all WooCommerce widgets on the network dashboard.","0.0.1","6.9","8.4.11","—","https://github.com/thefarside/configurator/tree/main/examples/modules/wc/ms/class-wc-ms-dashboard-widgets.php","—"
